date,open,high,low,close,adj close,volume
2006-02-16,134.550003,138.059998,134.130005,137.380005,137.380005,3690000
2006-02-17,139.839996,141.320007,138.350006,138.929993,138.929993,3270000
2006-02-21,141.320007,141.949997,139.919998,140.639999,140.639999,2580000
2006-02-22,139.610001,141.949997,139.410004,141.759995,141.759995,2870000
2006-02-23,141.529999,141.539993,136.949997,137.050003,137.050003,1510000
2006-02-24,138.529999,140.509995,137.500000,140.509995,140.509995,2560000
2006-02-27,138.529999,138.580002,135.449997,135.669998,135.669998,3890000
2006-02-28,135.220001,135.229996,132.669998,133.350006,133.350006,3440000
2006-03-01,134.919998,136.259995,134.149994,135.470001,135.470001,2700000
2006-03-02,136.149994,140.190002,134.199997,139.089996,139.089996,4210000
2006-03-03,137.479996,138.710007,136.649994,137.149994,137.149994,2210000
2006-03-06,136.410004,136.429993,130.759995,132.570007,132.570007,2200000
2006-03-07,131.250000,131.259995,128.039993,129.479996,129.479996,3460000
2006-03-08,125.540001,127.739998,124.269997,126.629997,126.629997,3270000
2006-03-09,128.539993,129.570007,124.150002,124.279999,124.279999,3050000
2006-03-10,122.010002,127.320000,121.760002,126.800003,126.800003,3100000
2006-03-13,127.190002,128.860001,126.059998,127.750000,127.750000,2650000
2006-03-14,127.959999,130.759995,127.709999,130.250000,130.250000,2910000
2006-03-15,132.479996,132.559998,130.589996,132.500000,132.500000,2140000
2006-03-16,132.529999,133.199997,130.289993,131.490005,131.490005,3790000
2006-03-17,132.210007,132.720001,131.179993,131.740005,131.740005,2350000
2006-03-20,131.740005,133.119995,130.649994,130.660004,130.660004,3350000
2006-03-21,130.660004,130.660004,127.589996,128.149994,128.149994,4250000
2006-03-22,128.259995,129.270004,127.940002,128.139999,128.139999,3460000
2006-03-23,127.709999,130.059998,127.160004,130.029999,130.029999,2680000
2006-03-24,130.559998,133.820007,130.410004,133.399994,133.399994,2690000
2006-03-27,134.789993,138.130005,134.770004,137.250000,137.250000,1770000
2006-03-28,137.250000,138.059998,134.169998,134.169998,134.169998,4840000
2006-03-29,134.839996,138.839996,134.740005,138.839996,138.839996,4430000
2006-03-30,144.240005,144.610001,141.779999,143.190002,143.190002,4220000
2006-03-31,142.160004,142.880005,140.050003,141.619995,141.619995,3840000
2006-04-03,143.660004,145.600006,142.669998,142.740005,142.740005,1830000
2006-04-04,142.740005,144.279999,142.119995,143.940002,143.940002,3350000
2006-04-05,143.940002,147.250000,143.839996,146.889999,146.889999,3720000
2006-04-06,146.889999,149.279999,146.279999,149.199997,149.199997,4350000
2006-04-07,146.919998,147.410004,144.860001,145.470001,145.470001,2900000
2006-04-10,148.259995,148.410004,144.220001,144.910004,144.910004,2160000
2006-04-11,146.779999,147.710007,141.240005,141.350006,141.350006,3310000
2006-04-12,142.669998,145.270004,142.539993,144.770004,144.770004,2190000
2006-04-13,143.410004,145.500000,142.039993,145.470001,145.470001,1200000
2006-04-17,148.639999,151.809998,148.339996,151.710007,151.710007,1420000
2006-04-18,153.210007,155.009995,152.270004,154.720001,154.720001,2920000
2006-04-19,155.220001,159.979996,153.669998,159.929993,159.929993,5070000
2006-04-20,158.679993,158.710007,150.160004,150.160004,150.160004,3190000
2006-04-21,153.039993,156.449997,151.869995,155.320007,155.320007,3310000
2006-04-24,153.330002,155.649994,151.740005,153.860001,153.860001,2990000
2006-04-25,156.500000,157.690002,154.039993,154.979996,154.979996,5020000
2006-04-26,156.139999,158.429993,155.520004,157.649994,157.649994,3380000
2006-04-27,154.529999,158.009995,152.009995,152.050003,152.050003,3450000
2006-04-28,155.500000,158.630005,155.029999,158.110001,158.110001,3150000
2006-05-01,158.110001,161.100006,158.110001,158.899994,158.899994,2690000
2006-05-02,159.669998,160.720001,156.399994,160.470001,160.470001,1840000
2006-05-03,161.460007,161.679993,155.809998,158.479996,158.479996,5830000
2006-05-04,159.119995,163.039993,157.429993,162.660004,162.660004,8080000
2006-05-05,162.770004,163.630005,160.380005,161.889999,161.889999,1100000
