date,open,high,low,close,volume,sma_30
2021-10-03,47634.89,49228.08,47088.0,48200.01,30825.05601,45791.30533333333
2021-10-04,48200.01,49536.12,46891.0,49224.94,46796.49372,45768.28200000001
2021-10-05,49224.93,51886.3,49022.4,51471.99,52125.66793,45758.78566666667
2021-10-06,51471.99,55750.0,50382.41,55315.0,79877.545181,45847.15566666667
2021-10-07,55315.0,55332.31,53357.0,53785.22,54917.37766,46077.872
2021-10-08,53785.22,56100.0,53617.61,53951.43,46160.25785,46341.30933333333
2021-10-09,53955.67,55489.0,53661.67,54949.72,55177.08013,46626.46199999999
2021-10-10,54949.72,56561.31,54080.0,54659.0,89237.836128,46953.39833333333
2021-10-11,54659.01,57839.04,54415.06,57471.35,52933.165751,47363.32033333334
2021-10-12,57471.35,57680.0,53879.0,55996.93,53471.2855,47695.71
2021-10-13,55996.91,57777.0,54167.19,57367.0,55808.44492,48109.919
2021-10-14,57370.83,58532.54,56818.05,57347.94,43053.336781,48451.133
2021-10-15,57347.94,62933.0,56850.0,61672.42,82512.908022,48902.833333333336
2021-10-16,61672.42,62378.42,60150.0,60875.57,35467.88096,49340.75833333333
2021-10-17,60875.57,61718.39,58963.0,61528.33,39099.24124,49815.03666666667
2021-10-18,61528.32,62695.78,59844.45,62009.84,51798.44844,50272.27333333334
2021-10-19,62005.6,64486.0,61322.22,64280.59,53628.107744,50840.23466666667
2021-10-20,64280.59,67000.0,63481.4,66001.41,51428.934856,51606.42766666667
2021-10-21,66001.4,66639.74,62000.0,62193.15,68538.64537,52321.72
2021-10-22,62193.15,63732.39,60000.0,60688.22,52119.35886,52893.207
2021-10-23,60688.23,61747.64,59562.15,61286.75,27626.93678,53440.59
2021-10-24,61286.75,61500.0,59510.63,60852.22,31226.57676,54041.978333333325
2021-10-25,60852.22,63710.63,60650.0,63078.78,36853.83806,54722.24966666666
2021-10-26,63078.78,63293.48,59817.55,60328.81,40217.50083,55294.51333333333
2021-10-27,60328.81,61496.0,58000.0,58413.44,62124.49016,55836.71633333333
2021-10-28,58413.44,62499.0,57820.0,60575.89,61056.35301,56488.361333333334
2021-10-29,60575.9,62980.0,60174.81,62253.71,43973.90414,57179.342333333334
2021-10-30,62253.7,62359.25,60673.0,61859.19,31478.12566,57780.512
2021-10-31,61859.19,62405.3,59945.36,61299.8,39267.63794,58219.11833333333
2021-11-01,61299.81,62437.74,59405.0,60911.11,44687.66672,58661.65866666667
2021-11-02,60911.12,64270.0,60624.68,63219.99,46368.2841,59162.32466666667
2021-11-03,63220.57,63500.0,60382.76,62896.48,43336.09049,59618.04266666666
2021-11-04,62896.49,63086.31,60677.01,61395.01,35930.93314,59948.80999999999
2021-11-05,61395.01,62595.72,60721.0,60937.12,31604.48749,60136.214
2021-11-06,60940.18,61560.49,60050.0,61470.61,25590.57408,60392.39366666667
2021-11-07,61470.62,63286.35,61322.78,63273.59,25515.6883,60703.132333333335
2021-11-08,63273.58,67789.0,63273.58,67525.83,54442.094554,61122.336
2021-11-09,67525.82,68524.25,66222.4,66947.66,44661.378068,61531.958
2021-11-10,66947.67,69000.0,62822.9,64882.43,65171.504046,61778.994
2021-11-11,64882.42,65600.07,64100.0,64774.26,37237.98058,62071.57166666666
2021-11-12,64774.25,65450.7,62278.0,64122.23,44490.10816,62296.74600000001
2021-11-13,64122.22,65000.0,63360.22,64380.0,22504.97383,62531.14800000001
2021-11-14,64380.01,65550.51,63576.27,65519.1,25705.07347,62659.37066666666
2021-11-15,65519.11,66401.82,63400.0,63606.74,37829.37124,62750.40966666667
2021-11-16,63606.73,63617.31,58574.07,60058.87,77455.15609,62701.42766666667
2021-11-17,60058.87,60840.23,58373.0,60344.87,46289.38491,62645.92866666666
2021-11-18,60344.86,60976.0,56474.26,56891.62,62146.99931,62399.62966666667
2021-11-19,56891.62,58320.0,55600.0,58052.24,50715.88726,62134.65733333333
2021-11-20,58057.1,59845.0,57353.0,59707.51,33811.5901,62051.80266666667
2021-11-21,59707.52,60029.76,58486.65,58622.02,31902.22785,61982.92933333334
2021-11-22,58617.7,59444.0,55610.0,56247.18,51724.32047,61814.943666666666
2021-11-23,56243.83,58009.99,55317.0,57541.27,49917.85017,61704.57866666667
2021-11-24,57541.26,57735.0,55837.0,57138.29,39612.04964,61506.562333333335
2021-11-25,57138.29,59398.9,57000.0,58960.36,42153.51522,61460.94733333333
2021-11-26,58960.37,59150.0,53500.0,53726.53,65927.87066,61304.717
2021-11-27,53723.72,55280.0,53610.0,54721.03,29716.99957,61109.555
2021-11-28,54716.47,57445.05,53256.64,57274.88,36163.7137,60943.594000000005
2021-11-29,57274.89,58865.97,56666.67,57776.25,40125.28009,60807.49600000001
2021-11-30,57776.25,59176.99,55875.55,56950.56,49161.05194,60662.52133333333
2021-12-01,56950.56,59053.55,56458.01,57184.07,44956.63656,60538.28666666667
2021-12-02,57184.07,57375.47,55777.77,56480.34,37574.05976,60313.631666666675
2021-12-03,56484.26,57600.0,51680.0,53601.05,58927.69027,60003.784
2021-12-04,53601.05,53859.1,42000.3,49152.47,114203.373748,59595.69933333334
2021-12-05,49152.46,49699.05,47727.21,49396.33,45580.82012,59211.00633333333
2021-12-06,49396.32,50891.11,47100.0,50441.92,58571.21575,58843.38333333333
2021-12-07,50441.91,51936.33,50039.74,50588.95,38253.46877,58420.562000000005
2021-12-08,50588.95,51200.0,48600.0,50471.19,38425.92466,57852.074
2021-12-09,50471.19,50797.76,47320.0,47545.59,37692.68665,57205.33833333334
2021-12-10,47535.9,50125.0,46852.0,47140.54,44233.57391,56613.941999999995
2021-12-11,47140.54,49485.71,46751.0,49389.99,28889.19358,56101.13300000001
2021-12-12,49389.99,50777.0,48638.0,50053.9,26017.93421,55632.18866666666
2021-12-13,50053.9,50189.97,45672.75,46702.75,50869.52093,55042.947
2021-12-14,46702.76,48700.41,46290.0,48343.28,39955.98445,54470.41966666667
2021-12-15,48336.95,49500.0,46547.0,48864.98,51629.181,53979.02766666667
2021-12-16,48864.98,49436.43,47511.0,47632.38,31949.86739,53564.81133333333
2021-12-17,47632.38,47995.96,45456.0,46131.2,43104.4887,53091.02233333334
2021-12-18,46133.83,47392.37,45500.0,46834.48,25020.05271,52755.78433333334
2021-12-19,46834.47,48300.01,46406.91,46681.23,29305.70665,52376.75066666667
2021-12-20,46681.24,47537.57,45558.85,46914.16,35848.50609,51950.30566666667
2021-12-21,46914.17,49328.96,46630.0,48889.88,37713.92924,51625.901
2021-12-22,48887.59,49576.13,48421.87,48588.16,27004.2022,51370.600333333336
2021-12-23,48588.17,51375.0,47920.42,50838.81,35192.54046,51147.185000000005
2021-12-24,50838.82,51810.0,50384.43,50820.0,31661.94946,50936.575333333334
2021-12-25,50819.99,51156.23,50142.32,50399.66,19135.51613,50651.21866666667
2021-12-26,50399.67,51280.0,49412.0,50775.49,22569.88914,50552.850666666665
2021-12-27,50775.48,52088.0,50449.0,50701.44,28779.58212,50418.86433333333
2021-12-28,50701.44,50704.05,47313.01,47543.74,45853.33924,50094.492999999995
2021-12-29,47543.74,48139.08,46096.99,46464.66,39498.87,49717.439999999995
2021-12-30,46464.66,47900.0,45900.0,47120.87,30352.29569,49389.78366666667
2021-12-31,47120.88,48548.26,45678.0,46216.93,34937.99796,49024.21233333334
2022-01-01,46216.93,47954.63,46208.37,47722.65,19604.46325,48732.289333333334
2022-01-02,47722.66,47990.0,46654.0,47286.18,18340.4604,48521.79366666667
2022-01-03,47286.18,47570.0,45696.0,46446.1,27662.0771,48431.58133333333
2022-01-04,46446.1,47557.54,45500.0,45832.01,35491.4136,48312.77066666667
2022-01-05,45832.01,47070.0,42500.0,43451.13,51784.11857,48079.74433333333
2022-01-06,43451.14,43816.0,42430.58,43082.31,38880.37305,47829.523
2022-01-07,43082.3,43145.83,40610.0,41566.48,54836.50818,47532.69933333333
2022-01-08,41566.48,42300.0,40501.0,41679.74,32952.73111,47337.170999999995
2022-01-09,41679.74,42786.7,41200.02,41864.62,22724.39426,47161.30700000001
2022-01-10,41864.62,42248.5,39650.0,41822.49,50729.17019,46909.05700000001
2022-01-11,41822.49,43100.0,41268.93,42729.29,37296.43729,46664.903333333335
2022-01-12,42729.29,44322.0,42450.0,43902.66,33943.2928,46571.567
2022-01-13,43902.65,44500.0,42311.22,42560.11,34910.87762,46378.79466666666
2022-01-14,42558.35,43448.78,41725.95,43059.96,32640.88292,46185.294
2022-01-15,43059.96,43800.0,42555.0,43084.29,21936.05616,46033.691
2022-01-16,43084.29,43475.0,42581.79,43071.66,20602.35271,45931.70633333333
2022-01-17,43071.66,43176.18,41540.42,42201.62,27562.08613,45777.27766666666
2022-01-18,42201.63,42691.0,41250.0,42352.12,29324.08257,45632.974
2022-01-19,42352.12,42559.13,41138.56,41660.01,31685.72159,45457.835666666666
2022-01-20,41660.0,43505.0,40553.31,40680.91,42330.33953,45184.20333333333
2022-01-21,40680.92,41100.0,35440.45,36445.31,88860.891999,44779.441666666666
2022-01-22,36445.31,36835.22,34008.0,35071.42,90471.338961,44253.861999999994
2022-01-23,35071.42,36499.0,34601.01,36244.55,44279.52354,43768.013666666666
2022-01-24,36244.55,37550.0,32917.17,36660.35,91904.753211,43310.03666666667
2022-01-25,36660.35,37545.14,35701.0,36958.32,49232.40183,42849.46433333333
2022-01-26,36958.32,38919.98,36234.63,36809.34,69830.16036,42386.39433333334
2022-01-27,36807.24,37234.47,35507.01,37160.1,53020.87934,42040.27300000001
2022-01-28,37160.11,38000.0,36155.01,37716.56,42154.26956,41748.66966666666
2022-01-29,37716.57,38720.74,37268.44,38166.84,26129.49682,41450.202000000005
2022-01-30,38166.83,38359.26,37351.63,37881.76,21430.66527,41172.363
2022-01-31,37881.75,38744.0,36632.61,38466.9,36855.2458,40863.837999999996
2022-02-01,38466.9,39265.2,38000.0,38694.59,34574.44663,40577.45166666667
2022-02-02,38694.59,38855.92,36586.95,36896.36,35794.6813,40259.127
2022-02-03,36896.37,37387.0,36250.0,37311.61,32081.10999,39975.113666666664
2022-02-04,37311.98,40600.0,37026.73,40341.65,50454.94893,39871.46433333334
